property_name,link,price,configuration,specifications,seller,facilities,advantages
Svadha Mackennas,https://www.99acres.com/svadha-mackennas-kollur-hyderabad-npxid-r401534,₹ 72.95 L - 1.44 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1350 - 1625 sq.ft.', 'area_sub_heading_two': '(125.42 - 150.97 sq.m.)', 'price_heading': '₹ 76.94 - 92.61 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1280 - 2530 sq.ft.', 'area_sub_heading_two': '(118.92 - 235.04 sq.m.)', 'price_heading': '₹ 72.95 L - 1.44 Cr'}]",Towers|3|Floors|14|Units|492|Total Project Area|3.85 acres (15.58K sq.m.),Svadha ProjectsBuilder,"['Foosball', 'Swimming Pool', 'Lounge', 'Conference room', 'Salon', 'ATM', 'Pergola', 'Piped Gas', 'Spa']","{'Nehru Outer Ring Road': '2.6 Km', 'Birla Open Minds International School': '3.3 Km', 'Nagalapalli Railway Station': '4.9 Km', 'IBS College': '8.5 Km', 'Aksha Hospitals': '9.2 Km', 'Lemon Tree Hotel, Gachibowli': '12.8 Km', 'Ocean Park': '13 Km', 'PJR Stadium': '13.1 Km', 'Vamsiram Jyothi Tech Park': '13.6 Km', 'Silver Oak Kala Jyothi Golf Course': '21 Km', 'Begumpet Airport': '33.3 Km'}"
Sujay Sierra,https://www.99acres.com/sujay-sierra-bachupally-hyderabad-npxid-r404257,₹ 69.56 - 98.43 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1265 - 1330 sq.ft.', 'area_sub_heading_two': '(117.52 - 123.56 sq.m.)', 'price_heading': '₹ 69.56 - 73.14 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1610 - 1790 sq.ft.', 'area_sub_heading_two': '(149.57 - 166.3 sq.m.)', 'price_heading': '₹ 88.53 - 98.43 L'}]",Towers|3|Floors|10|Units|225|Total Project Area|2.34997712 acres (9.51K sq.m.),Sujay InfraBuilder,"['Swimming Pool', 'Solar Lighting', 'Solar Water Heating', 'Creche/Day care', 'Wi-Fi Connectivity', 'Cricket Pitch', 'Earthquake Resistant', 'Badminton Court', 'Multipurpose Hall']","{'Keshava Reddy School': '1.2 Km', 'Shubhakara Multi Speciality Hospital': '1.9 Km', 'KLH University Bowrampet': '5.1 Km', 'JNTU College Metro': '7.6 Km', 'Zibe Hyderabad': '8 Km', 'JSR Mall': '8.3 Km', 'Nehru Outer Ring Road': '9.2 Km', 'Hafizpet Railway Station': '9.9 Km', 'MYCO office': '10 Km', 'Rajiv Gandhi International Airport': '45 Km'}"
33West,https://www.99acres.com/33west-nallagandla-hyderabad-npxid-r415219,₹ 1.09 - 1.67 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1360 sq.ft.', 'area_sub_heading_two': '(126.35 sq.m.)', 'price_heading': '₹ 1.09 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1690 - 2080 sq.ft.', 'area_sub_heading_two': '(157.01 - 193.24 sq.m.)', 'price_heading': '₹ 1.36 - 1.67 Cr'}]",Towers|2|Floors|33|Units|524|Total Project Area|3 acres (12.14K sq.m.)|Open Area|70 %,VERTEX VEGA DEVELOPERS LLPBuilder,"['Mini Theatre', 'Car wash area', 'Swimming Pool', 'Conference room', 'Volley Ball Court', 'Salon', 'Aerobics Centre', 'Barbecue', 'Pergola']","{'Sancta Maria School': '1.3 Kms', 'Hyderabad University': '3.9 Kms', 'Citizen hospital': '1.2 Kms', 'Begumpet Airport': '22.9 Kms', 'Lingampally Station': '1.4 Kms', 'Aparna Mall': '1.6 Kms', 'Boulder Hills Golf & Country Club': '9.1 Kms', 'NH 65': '2.8 Kms', 'IIIT': '6.6 km', 'DLF Mall': '7.7 Kms', 'HITEC City metro station': '10.0 Kms', 'IKEA': '10.5 km', 'TCS': '6.4 Kms', 'Meru International School': '5.3 km', 'Chirec School': '4.8 km'}"
Shiv Krishna Paras Prem Homes,https://www.99acres.com/shiv-krishna-paras-prem-homes-pocharam-hyderabad-npxid-r422043,₹ 1.6 - 2.4 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '2800 - 4260 sq.ft.', 'area_sub_heading_two': '(260.13 - 395.77 sq.m.)', 'price_heading': '₹ 1.6 - 2.4 Cr'}]",Units|2|Total Project Area|0.07 acres (283.28K sq.m.),Shiv Krishna ConstructionsBuilder,"['Swimming Pool', 'Lounge', 'Conference room', 'Solar Lighting', 'Water Softener Plant', 'Creche/Day care', 'Gazebo', 'Cafeteria', 'Banquet Hall']","{'DPS Ghatkesar': '1 km', 'Infosys SEZ Campus Pocharam': '4 km', 'Raheja IT SEZ': '4 km', 'ORR': '2 km', 'Rockwoods Intl. School': '3 km', 'MJR Mall & Multiplex': '5 km', 'AIIMS': '5 km', 'Neelima Medical College': '5 km', 'Anurag university': '7 km', 'Uppal Metro Station': '15 km'}"
Syamantaka Emerald Heights,https://www.99acres.com/syamantaka-emerald-heights-bachupally-hyderabad-npxid-r367973,₹ 74.43 - 96.2 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1145 sq.ft.', 'area_sub_heading_two': '(106.37 sq.m.)', 'price_heading': '₹ 74.43 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1460 - 1480 sq.ft.', 'area_sub_heading_two': '(135.64 - 137.5 sq.m.)', 'price_heading': '₹ 94.9 - 96.2 L'}]",Floors|5|Units|346|Total Project Area|3.3 acres (13.35K sq.m.),PROCAPITUSBuilder,"['Swimming Pool', 'Business Lounge', 'Aerobics Centre', 'Creche/Day care', 'Cafeteria', 'Banquet Hall', 'Shopping Centre', 'Sun Deck', 'Earthquake Resistant']","{'Kennedy High The Global School': '190 M', 'Bachupally Cross Road': '800 M', 'SLG Hospitals': '2.5 Km', 'VNR Vignana Jyothi Institute': '3.8 Km', 'Bachupally, Hyderabad': '4.2 Km', 'Sriven Mall': '6.3 Km', 'Miyapur': '7.2 Km', 'Hafizpet': '8.9 Km', 'Begumpet Airport': '19.5 Km'}"
Ramky Nextown,https://www.99acres.com/ramky-nextown-isnapur-hyderabad-npxid-r401824,₹ 55 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1000 - 1010 sq.ft.', 'area_sub_heading_two': '(92.9 - 93.83 sq.m.)', 'price_heading': '₹ 55 L'}]",Towers|3|Floors|10|Units|550|Total Project Area|7.78 acres (31.48K sq.m.)|Open Area|70 %,Ramky Estates & Farms LtdBuilder,"['Car wash area', 'Swimming Pool', 'Football', 'Flower Garden', 'Salon', 'Spa', 'Creche/Day care', 'Cafeteria', 'Cricket Pitch']","{""St. Mary's Grammar High School"": '400 m', 'Deepshika Hospital': '800 m', 'Kakatiya Hospital': '1 Km', 'Isnapur Market Yard': '1.1 Km', 'Max Care Hospitals': '1.4 Km', 'Isnapur X Road': '1.6 Km', 'Hotel Pankaj Palace': '5.6 Km', 'Maheshwara Medical College': '6.7 Km', 'Mumbai Highway': '0.85 Km', 'Maithry Stadium': '10.4 Km', 'Nagalapalli Railway station': '16.1 Km', 'Rajiv Gandhi International Airport': '57.3 Km'}"
Anuhar Towers,https://www.99acres.com/anuhar-towers-manikonda-hyderabad-npxid-r374451,₹ 90.72 L - 1.38 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1296 - 1551 sq.ft.', 'area_sub_heading_two': '(120.4 - 144.09 sq.m.)', 'price_heading': '₹ 90.72 L - 1.09 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1676 - 1967 sq.ft.', 'area_sub_heading_two': '(155.71 - 182.74 sq.m.)', 'price_heading': '₹ 1.17 - 1.38 Cr'}]",Towers|4|Floors|16|Units|578|Total Project Area|4.12 acres (16.67K sq.m.),Anuhar HomesBuilder,"['Car wash area', 'Swimming Pool', 'Theater Home', 'Barbecue', 'Restaurant', 'Spa', 'Creche/Day care', 'Library', 'Sun Deck']","{'Padala Rama Reddi Colleges': '5.3 Km', 'KIMS Hospitals Gachibowli': '5.7 Km', 'Hyderabad Golf Club': '6.2 Km', 'Oakridge International School': '7 Km', 'Nehru Outer Ring Rd': '7.8 Km', 'Hyatt Hyderabad Gachibowli': '7.8 Km', 'Ocean Park': '8.8 Km', 'Raidurg Metro Station': '9 Km', 'International Tech Park Hyderabad': '9.6 Km', 'Inorbit Mall Cyberabad': '10.1 Km', 'Gachibowli Stadium': '10.6 Km', 'Hi-Tech City Railway Station': '16 Km', 'Begumpet Airport': '17.8 Km'}"
AMR Aditya Ilika,https://www.99acres.com/amr-aditya-ilika-adibatla-hyderabad-npxid-r411433,₹ 1.48 - 2.05 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '1972 - 2735 sq.ft.', 'area_sub_heading_two': '(183.2 - 254.09 sq.m.)', 'price_heading': '₹ 1.48 - 2.05 Cr'}]",Floors|2|Units|1|Total Project Area|0.04 acres (161.87K sq.m.),Sri Aditya Squares NBuilder,"['Swimming Pool', 'Grocery Shop', 'Amphitheatre', 'Vastu Compliant', 'Yoga/Meditation Area', 'Rain Water Harvesting', '24x7 Security', '24/7 Power Backup', 'Gymnasium']","{'TCS': '5 mins', 'Delhi Public School': '10 mins', 'Wonderland': '10 mins', 'Lotus Hospital': '20 mins', 'Airport': '15mins', 'Tata Aero Space': '5 mins', 'Ramoji Filmcity': '30 mins', 'CVR Engineering College': '20 mins'}"
Krishna Bai Residency,https://www.99acres.com/krishna-bai-residency-uppal-hyderabad-npxid-r411351,₹ 64.9 - 84.98 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1180 - 1210 sq.ft.', 'area_sub_heading_two': '(109.63 - 112.41 sq.m.)', 'price_heading': '₹ 64.9 - 66.55 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1525 - 1545 sq.ft.', 'area_sub_heading_two': '(141.68 - 143.54 sq.m.)', 'price_heading': '₹ 83.88 - 84.98 L'}]",Towers|1|Floors|5|Units|80|Total Project Area|0.98 acres (3.97K sq.m.),SHIVA KRISHNA CONSTRUCTIONSBuilder,"['Conference room', 'Visitors Parking', 'Water Softener Plant', 'Amphitheatre', 'Badminton Court', 'Multipurpose Hall', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting']","{'ORCHIDS The International School': '350 Meters', 'Hyderabad Warangal Bhopalpatnam Highway': '900 Meters', 'SMR Hospitals and Palliative Care': '1.5 Km', 'Hotel SVM Grand Medipally': '3.1 Km', 'Uppal Metro': '4.6 Km', 'Dsl Abacus IT Park': '6.3 Km', 'Rajiv Gandhi International Cricket': '6.6 Km', 'Osmania University': '10.8 Km', 'Play Planet': '11 Km', 'Secunderabad Junction': '13.3 Km', 'KLM Fashion Mall': '20.7 Km', 'Rajiv Gandhi International Airport': '33.7 Km'}"
Confident Ridge,https://www.99acres.com/confident-ridge-chandanagar-hyderabad-npxid-r418385,₹ 86.13 L - 1.11 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1325 - 1335 sq.ft.', 'area_sub_heading_two': '(123.1 - 124.03 sq.m.)', 'price_heading': '₹ 86.13 - 86.78 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1520 - 1700 sq.ft.', 'area_sub_heading_two': '(141.21 - 157.94 sq.m.)', 'price_heading': '₹ 98.8 L - 1.11 Cr'}]",Towers|1|Floors|10|Units|154|Total Project Area|1.294008 acres (5.24K sq.m.),CONFIDENT BUILDERSBuilder,"['Water Softener Plant', 'Creche/Day care', 'Squash Court', 'Gazebo', 'Billiards', 'Banquet Hall', 'Library', 'Cricket Pitch', 'Multipurpose Court']","{'Kennedy Global School': '10 mins', 'Gokaraju Ranga Raju College': '5 mins', 'Srikara Hospital': '5 mins', 'GSM Mall': '10 mins', 'Hitec City': '15 mins', 'Miyapur Metro Station': '5 mins', 'Lingampally Railway Station': '15 mins', 'ORR': '20 mins'}"
Vessella Woods,https://www.99acres.com/vessella-woods-kondapur-hyderabad-npxid-r299403,₹ 7.88 - 9.37 Cr,"[{'config_band_label': '4 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '3584 - 4259 sq.ft.', 'area_sub_heading_two': '(332.96 - 395.67 sq.m.)', 'price_heading': '₹ 7.88 - 9.37 Cr'}]",Floors|3|Units|82|Total Project Area|9.1 acres (36.83K sq.m.),Vessella Group Builder,"['Swimming Pool', 'Salon', 'RO System', 'Aerobics Centre', 'Terrace Garden', 'Pergola', 'High Speed Elevators', 'Spa', 'Squash Court']","{'Faiz Cricket Academy Sports Centre': '1.6 Km', 'Supreme Trampoline Park': '2.1 Km', 'shiva sai clinic first aid centre': '2.7 Km', 'Serilingampally Municipal Office': '2.8 Km', 'Greenland Hotel': '3.0 Km', 'Hafizpet Station': '3.4 Km', 'BSNL HCU TE': '3.9 Km', 'HDFC Bank': '4.3 Km', 'MeeSeva Center': '4.4 Km', 'Electricity Department': '4.6 Km', 'RTA Office': '4.6 Km', 'KIMS Hospitals': '4.8 Km', 'University of Hyderabad': '4.8 Km', 'Shafeeque Bridge': '5.0 Km', 'ICICI Bank ATM': '5.9 Km'}"
